Subject_ID,Subject_Description,Keywords
2848,Attitudes to sexuality,", Attitudes to sexuality"
2849,Attitude to sexuality in nation,"sexual permissiveness, Attitude to sexuality in nation"
2851,Goal of education,", Goal of education"
2852,Internet access,", Internet access"
2853,Satisfaction with sex life,", Satisfaction with sex life"
2854,Violence in family,", Violence in family"
2855,Hardship in family,"disruption, Hardship in family"
2856,Existence of a single hedonic dimension in affect,"uni-dimension affect, Existence of a single hedonic dimension in affect"
2857,Indicators of hedonic level in animals,"animal mood, behavioral indicators, Indicators of hedonic level in animals"
2858,Satisfaction with sports,", Satisfaction with sports"
2859,Latin-American pattern,"South America, Latin-American pattern"
2860,Perceived relative income,"relative deprivation, Perceived relative income"
2861,Wealth,"capital, possessions, Wealth"
2862,Level of income,"rich, poor, Level of income"
2863,Effects on coping with loss,"protection, Effects on coping with loss"
2864,International trade by nation,"foreign trade, import, export, International trade by nation"
2865,Change exports of nation,", Change exports of nation"
2866,Migrant remittances,"support by migrant workers, Migrant remittances"
2867,Entrepreneurs,"business owner, self-employed, Entrepreneurs"
2868,Educational aspirations,", Educational aspirations"
2869,Happiness and Activity Pattern,", Happiness and Activity Pattern"
2870,Variation in activities,"diversity in doings, Variation in activities"
2871,Preferences,"choice, Preferences"
2872,Preference for time over money,", Preference for time over money"
2873,Criminals,"crook, law breaker, Criminals"
2874,Heart rate,", Heart rate"
2875,TO BE (RE)CODED,", TO BE (RE)CODED"
2876,Relative strength of correlations,", Relative strength of correlations"
2877,Attitude to occupations,"views on professions, Attitude to occupations"
2878,Search for meaning,"seeking a cause, looking for purpose, Search for meaning"
2879,Personality change,", Personality change"
2880,Effects on physical activity,"sporting, Effects on physical activity"
2881,Happiness in very rich or poor people,"affluent, deprived, low income, well off, Happiness in very rich or poor people"
2882,Effects of immune function,"inflammation, Effects of immune function"
2883,ESM/DRM correspondence,"time sampling, dairy, ESM/DRM correspondence"
2884,Happiness and Organizational behavior,"team work, Happiness and Organizational behavior"
2885,Leadership,"coordinator, manager, Leadership"
2886,Bone density,"osteoporosis, Bone density"
2887,Unexplained component in prices,", Unexplained component in prices"
2889,Allostatic load,"physical symptoms of stress, Allostatic load"
2890,Among policy makers,", Among policy makers"
2891,Mental patients,"mental defect, psychological disorder, insane, mad, Mental patients"
2892,Schizophrenics,"disturbed, insane, Schizophrenics"
2893,Satisfaction with shopping,"buying, Satisfaction with shopping"
2894,Income of spouse,"earnings, Income of spouse"
2895,Mental activity,"alert, conscious, thought valence, Mental activity"
2896,Belief in Free Will,", Belief in Free Will"
2897,Immune function,"inflammation, Immune function"
2898,ESM/global correspondence,"average mood in the moment vs estimates of average mood, ESM/global correspondence"
2900,Mendelian randomization,"causal inference, genetic polymorphisms, Mendelian randomization"
2901,Self-management training,"autonomy, self efficacy, independence, Self-management training"
2902,Intimates left in home country,", Intimates left in home country"
2903,Similarity with genetic basis of correlates of happiness,"genetic correlation, Similarity with genetic basis of correlates of happiness"
2904,Empathy in nation,"other perspective taking, social sensibility, Empathy in nation"
2905,Empathy,", Empathy"
2906,Similarity in personality with spouse,", Similarity in personality with spouse"
2907,Brain volumes,"size of brain parts, Brain volumes"
2908,Effects on attractiveness for tourists,"vacation destination, Effects on attractiveness for tourists"
2910,Subsidized work,"workfare, Subsidized work"
2911,Progress indicator,"apparent livability, Progress indicator"
2912,Reasons for earlier retirement( or not),"job lock, Reasons for earlier retirement( or not)"
2913,Effect on self-employment,"entrepreneur, Effect on self-employment"
2914,Inventors,"patent holders, Inventors"
2915,PC,"computer, PC"
2916,Training for coping with illness,", Training for coping with illness"
2917,Training for coping with care tasks,"helping, Training for coping with care tasks"
2918,Vocational training,"work education, Vocational training"
2919,Savoring training,"art of living, hedonic capacity, Savoring training"
2920,Goal setting training,"aims, aspirations, Goal setting training"
2921,Positive thinking training,"hope, optimism, Positive thinking training"
2922,Health education,", Health education"
2923,Retarded,"silly, simple, Retarded"
2924,Health care,"treatments, Health care"
2925,Psycho-therapy,"treatment for mental problems, Psycho-therapy"
2926,Gratitude training,"thankful, Gratitude training"
2927,Forgiving training,", Forgiving training"
2928,Music therapy,", Music therapy"
2930,Sustainability,"environmental protection, renewable energy, Sustainability"
2931,Sustainability,"environmental protection, renewable energy, Sustainability"
2932,Leisure education,"free time, Leisure education"
2933,Laughter yoga,", Laughter yoga"
2934,"Biking, walking",", Biking, walking"
2935,Social activation,"caring, contact, participation, Social activation"
2936,Dancing,", Dancing"
2937,Moral education,"ethical, value, Moral education"
2938,Socio-therapy,"interaction training, Socio-therapy"
2939,Crisis intervention,", Crisis intervention"
2940,Kindness training,", Kindness training"
2941,Sociability training,"pro-social, social competence, Sociability training"
2942,Novelty trying,"experimenting, new activities, Novelty trying"
2943,Reminiscence therapy,"memory training, Reminiscence therapy"
2944,Depressives,"blue, dejected, gloomy, melancholic, mood disorder, Depressives"
2945,Self-awareness training,", Self-awareness training"
2946,Character strengths interventions,"psychic competences, strong points, Character strengths interventions"
2947,Mood awareness training,", Mood awareness training"
2948,Self-expressiveness training,"authenticity, Self-expressiveness training"
2949,Enjoyment training,"pleasure taking, Enjoyment training"
2950,Change in activities,", Change in activities"
2951,Self-affirmation training,"self-confidence, self respect, Self-affirmation training"
2952,Happiness in widows,"spouse died, Happiness in widows"
2953,Work wellbeing training,", Work wellbeing training"
2954,Mental health care,", Mental health care"
2955,Biblio-therapy,"self-help books, Biblio-therapy"
2956,Thought process awareness,"heuristics, meta-cognition, Thought process awareness"
2957,Self-knowledge,", Self-knowledge"
2958,Self-development training,"self-actualization, growth, Self-development training"
2960,Trainings using multiple methods,", Trainings using multiple methods"
2961,Reviews of happiness trainings and effect research,"meta analysis, review, Reviews of happiness trainings and effect research"
2962,Hope enhancement,", Hope enhancement"
2964,Use of health services,"medical consumption, therapy, coaching, Use of health services"
2965,Social media,"Facebook, Twitter, chatrooms, online communication, Social media"
2966,Internet addiction,"problematic internet use, Internet addiction"
2967,Effects on happiness seeking,"advice, coaching, self-help, Effects on happiness seeking"
2968,Use of happiness training,"advice, coaching, self-help, Use of happiness training"
2969,Meditation,"mindfulness, Meditation"
2970,Effects on job change,"job turnover, career switch, Effects on job change"
2971,Tax paying,", Tax paying"
2972,Genes in nation,"genetic, race, Genes in nation"
2973,Compulsory service in nation,"draft, community service, military service, Compulsory service in nation"
2974,Social service,"compulsory, duty,, Social service"
2975,Community service,"unvoluntary voluntary work, Community service"
2976,Military service,"draft, Military service"
2977,Military service,"drafted, soldier, Military service"
2978,School history,"educational career, School history"
2980,Peace of mind,", Peace of mind"
2981,Openness of economy in nation,"free trade, protection, Openness of economy in nation"
2982,Comprehensibility for children,"understandable, Comprehensibility for children"
2983,Over-education,"work-education misfit, Over-education"
2984,Weather,"rain, sun, temperature, Weather"
2985,earlier goal change,", earlier goal change"
2986,Development of goals,", Development of goals"
2988,Healthy life Years,"Disability Adjusted Life Years DALY, Quality Adjusted Life Years, Healthy life Years"
2989,Organization,", Organization"
2990,Elite education,", Elite education"
2991,Do people see the difference?,"public awareness, Do people see the difference?"
2992,Do people distinguish between variants of happiness?,"components of happiness, overall happiness, life satisfaction, hedonic level, contentment, affective, cognitive, Do people distinguish between variants of happiness?"
2993,Effect on (un)employment,", Effect on (un)employment"
2995,Migration,"change place, move , mobility, Migration"
2996,Attitudes to parenthood,"children, procreation, Attitudes to parenthood"
2997,Self-compassion,"self acceptance, Self-compassion"
2998,Compassion,"benevolence, kindness, Compassion"
2999,positive/negative ratio in Tweets,"e-messages, positive/negative ratio in Tweets"
3000,Effects on social behavior,"contacts, interaction, relationships, social ties, Effects on social behavior"
3001,Internet training,"instruction pc, social media, Internet training"
3002,Internet proficiency,"e-capability, Internet proficiency"
3004,Self-presentation as (un)happy,", Self-presentation as (un)happy"
3007,Leisure activity,"free time, Leisure activity"
3008,Actual-ideal discrepancy,", Actual-ideal discrepancy"
3009,Spa therapy,"health resort, kurort, wellness, Spa therapy"
3010,Wellness stay,"spa, kurort, health resort, Wellness stay"
3011,Hunger in nation,"famine, Hunger in nation"
3012,Household conveniences,"household appliances, goods, Household conveniences"
3013,Basic needs,"necessities, Basic needs"
3014,Alexithymia,", Alexithymia"
3016,Attitudes to nutrition,"food habits, vegan, Attitudes to nutrition"
3017,Happiness in social contexts in nations,"institutions, organizations, Happiness in social contexts in nations"
3018,Happiness in schools,"college, university, Happiness in schools"
3019,Happiness in workplaces,"factory, office, work floor, workshop, Happiness in workplaces"
3020,Happiness in households,"family, Happiness in households"
3021,Happiness in institutions,"cloister, jail, military, nursing home, Happiness in institutions"
3022,Affective component: Hedonic Level,"affect balance, emotional, mood, Affective component: Hedonic Level"
3023,Cognitive component: Contentment,"perceived realization of wants, Cognitive component: Contentment"
3024,Reasons for (des)interest in happiness,"drivers, motivation, Reasons for (des)interest in happiness"
3025,Ways  to greater happiness in organizations (meso level),"strategy, Ways  to greater happiness in organizations (meso level)"
3026,Ways to greater happiness of individuals (micro level),"happiness strategy, hedonic approach, Orientations to Happiness Questionnaire OTH or OHQ, Ways to greater happiness of individuals (micro level)"
3027,Recommended ways to improve happiness in organizations,"advice, receipt, Recommended ways to improve happiness in organizations"
3029,"Tai Chi, Yoga",", Tai Chi, Yoga"
3030,Mental disciplining,"mental control, mental focus, Mental disciplining"
3031,"Tai Chi, Yoga",", Tai Chi, Yoga"
3032,Company performance,"profit, Company performance"
3033,Farmers,"agriculture, breeder, grower, Farmers"
3034,Expropriation,", Expropriation"
3035,"Inferred happiness, on basis of known conditions","reconstructed, assumed, Inferred happiness, on basis of known conditions"
3036,Effect on self-esteem,"self worth, Effect on self-esteem"
3037,Humidity,"dry, wet, Humidity"
3038,Self-congruency across situations,"self consistency, Self-congruency across situations"
3039,Weekend work,"atypical work time, Weekend work"
3040,Advertisement exposure,", Advertisement exposure"
3041,Size of societal differences in happiness,"importance, Size of societal differences in happiness"
3042,Choice,", Choice"
3043,Multitasking,", Multitasking"
3045,Sequence of questions,"array, order, Sequence of questions"
3046,Buddhist views on happiness,"Dalai Lama, Buddhist views on happiness"
3047,Happiness in caregivers,"helper, Happiness in caregivers"
3049,Redistribution of incomes,", Redistribution of incomes"
3050,Consumption in nation,"buying, spending, Consumption in nation"
3051,Attitude to cultural preservation,"tradition, history, identity, Attitude to cultural preservation"
3052,Attitude to nation/culture of origin,"motherland identification, proud, pride, Attitude to nation/culture of origin"
3053,Teachers,"educator, instructor, professor, Teachers"
3054,Trend in parts of the world,", Trend in parts of the world"
3055,Education,", Education"
3056,Income aspirations,"materialism, Income aspirations"
3057,Appreciation of beauty and excellence,"enjoying, savoring, Appreciation of beauty and excellence"
3058,Cross border commuting,"cross border migrant workers, Cross border commuting"
3059,Perceived relative happiness,"advantage, well off, Perceived relative happiness"
3060,History of region,"past, cultural heritage, tradition, development history, History of region"
3062,Evolutionary basis,", Evolutionary basis"
3063,Violence,"abuse, Violence"
3064,Attitudes to sexuality,"genital, Attitudes to sexuality"
3065,Altruism,"egoism, Altruism"
3066,Voice,"tongue, vocal, Voice"
3067,Victim of discrimination,"social exclusion, Victim of discrimination"
3068,Bisexuals,"bi, swings both ways, Bisexuals"
3069,Homosexuals,"gay, lesbian, homo, homophile, Homosexuals"
3070,Trans-genders,"gender incongruent, gender non-conforming, queer, genderdisphoric, Trans-genders"
3071,Beliefs about onw happiness,"self-concept, Beliefs about onw happiness"
3072,Belief to be genetically determined,"essentialist belief about one-self, Belief to be genetically determined"
3073,Time spent on particular activities,", Time spent on particular activities"
3074,Time spent on childcare,"baby sitting, Time spent on childcare"
3075,Views on happiness in philosophies of life,"belief, faith, religion, Views on happiness in philosophies of life"
3076,Nature involvement,"green, hiking, Nature involvement"
3077,visibility of income differences in nation,"awareness, salience, transparency, visibility of income differences in nation"
3078,Mass-production in region,"automation, Fordism, running belt, Mass-production in region"
3079,Making people happy vs making more people happy,"greatest happiness principle, Making people happy vs making more people happy"
3080,Earlier physical activity,"sports history, Earlier physical activity"
3081,Cultural behavior fit,"cultural consonance, Cultural behavior fit"
3083,Age-composition in vicinity,"age distribution, green, gray, Age-composition in vicinity"
3084,Authentic Happiness Inventory,"index of positive mental health, Authentic Happiness Inventory"
3085,Effects on income inequality,"dispersion of incomes, Effects on income inequality"
3086,Very rich,"millionaires, wealthy, Very rich"
3087,Effects on recovery,"response to medical treatment, Effects on recovery"
3089,Preference to stop working,"wish for retirement, Preference to stop working"
3090,Negative emotion,"depressed, sad, Negative emotion"
3091,Sustainable life-style,"ecological footprint, Sustainable life-style"
3092,Effect on acceptance of tourism,", Effect on acceptance of tourism"
3093,Skill level of work,"education, specialization, Skill level of work"
3094,Happiness in war veterans,"former soldier, Happiness in war veterans"
3095,Victim of domestic violence,"violence, family, Victim of domestic violence"
3096,Obesity in nation,"bmi, obese, overweight, Obesity in nation"
3097,Attitude to country of settlement,"destination, immigration country, Attitude to country of settlement"
3098,Creative class,"mime, art, Creative class"
3099,Attitude to one's own occupation,"profession, Attitude to one's own occupation"
3100,Gender identity,"androgynous, binary (male or female), fluid, unlabeled, Gender identity"
3101,Support at work,"acceptance, help, no bullying, Support at work"
3102,Success in life,"achievement, career, status, Success in life"
3103,Attitudes to life in general,", Attitudes to life in general"
3104,"Attitudes to one's own life, other than happiness",", Attitudes to one's own life, other than happiness"
3105,Sources of social support,", Sources of social support"
3106,Support by community,"neighbor help, backing, Support by community"
3107,Spiritual wellbeing,"belief, convictions, Spiritual wellbeing"
3108,Happiness level in rural villages,"hamlet, Happiness level in rural villages"
3109,Perfectionism,", Perfectionism"
3111,Critical Incident Technique,"CIT, Critical Incident Technique"
3112,Inference on the basis of observed behavior,"behavioral indicators, Inference on the basis of observed behavior"
3113,Having a mission,"calling, Having a mission"
3115,Effects on other people personally,", Effects on other people personally"
3116,Happiness and happiness of other people,"emotional contagion, Happiness and happiness of other people"
3117,Expected rise/decline of one's own happiness,", Expected rise/decline of one's own happiness"
3118,Happiness in deviants,"abnormal, a-typical, weird,, Happiness in deviants"
3120,Tolerant,"permissive, Tolerant"
3124,VIEWS ON HAPPINESS:,"attitudes, beliefs, theories, valuation, VIEWS ON HAPPINESS:"
3125,MODES OF EMPIRICAL HAPPINESS RESEARCH,"research approaches, techniques, MODES OF EMPIRICAL HAPPINESS RESEARCH"
3126,Inequality of happiness in places,", Inequality of happiness in places"
3127,CORRELATES OF HAPPINESS,"associations, concomitants, covariate, correlation, relationship, CORRELATES OF HAPPINESS"
3128,Situational correlates of happiness,"circumstance, condition, environmental, external, habitat,  life chances, life situation, living situation, Situational correlates of happiness"
3129,Personal correlates of happiness,"individual, internal, Personal correlates of happiness"
3131,Mixed multiple personal correlates of happiness,", Mixed multiple personal correlates of happiness"
3132,Mixed multiple correlates of happiness,", Mixed multiple correlates of happiness"
3133,Societal context:,"civilization, collective,  cultural, society, sociotype, Societal context:"
3134,Institutional environment,"association, organization, group, Institutional environment"
3135,Individual circumstances,"personal space, Individual circumstances"
3136,Psychological characteristics,"mental, mind,, Psychological characteristics"
3137,Physical characteristics,"body, organism, Physical characteristics"
3138,School environment,"college, education, university, School environment"
3141,Physical environment,"material, Physical environment"
3142,Occurrences,"event, happening, incident, Occurrences"
3143,Personal + situational,", Personal + situational"
3144,Personal + behavioral,", Personal + behavioral"
3145,Situational + behavioral,", Situational + behavioral"
3146,Early philosophy of happiness,"ancient, historical, Early philosophy of happiness"
3147,Happiness in anthropology,"non-western civilizations, Happiness in anthropology"
3148,Happiness in economics,"the dismal science, science of exchange, Happiness in economics"
3149,Happiness in psychology,"science of the human mind, Happiness in psychology"
3150,Happiness in sociology,"science of human society, Happiness in sociology"
3151,Happiness in philosophy,"wisdom, Happiness in philosophy"
3152,Happiness in architecture,"building, Happiness in architecture"
3153,Happiness in urban studies,"cities, towns, Happiness in urban studies"
3154,Happiness in geography,"places, Happiness in geography"
3155,Happiness in gerontology,"ageing research, Happiness in gerontology"
3156,Pioneers in the study of happiness,"beginning, leading scholars, Pioneers in the study of happiness"
3157,Practicality of this concept,"reality value, usefulness, Practicality of this concept"
3158,Sex worker,"prostitute, Sex worker"
3159,scientist,"academic, intellectual, researcher, scientist"
3160,Education,"college, school, university, Education"
3161,Medical patients,"somatic, Medical patients"
3162,Emigration out of vicinity,"local leavers, Emigration out of vicinity"
3163,Migration in vicinity,"moving, turnover, residential mobility, Migration in vicinity"
3164,Political situation in vicinity,"local civics, Political situation in vicinity"
3165,Local democracy,"grass root democracy, Local democracy"
3166,Societal situation in vicinity,"local society, community, Societal situation in vicinity"
3167,Apparent livability,", Apparent livability"
3168,Assumed livability of nation,"life chances, QOL sum scores, Assumed livability of nation"
3169,"Post-Traumatic Stress disorder (PTS) ICD code 10, DSM code 5",", Post-Traumatic Stress disorder (PTS) ICD code 10, DSM code 5"
3170,Multiple Sclerosis (MS),", Multiple Sclerosis (MS)"
3171,Locked-in syndrome (LIS) ICD10 code: G83.5,"paralysis, pseudo coma, Locked-in syndrome (LIS) ICD10 code: G83.5"
3172,Comparison across social categories,"kind of people, Comparison across social categories"
3174,Effects on other people,"emotional contagion, Effects on other people"
3175,Happiness in disadvantaged,"excluded, deprived, destituted, Happiness in disadvantaged"
3176,Frailty,"infirmity, Frailty"
3177,Acceptance of negative emotion,", Acceptance of negative emotion"
3178,Underemployed,", Underemployed"
3179,Homeless,"houseless, unhoused, Homeless"
3180,Church drop-out,"apostacy, disaffiliation, Church drop-out"
3182,Labor market regulation,", Labor market regulation"
3183,School-home difference,"culture gap, School-home difference"
3184,Parental leave,", Parental leave"
3185,Migration,"immigrants, newcomers, Migration"
3186,Migration,"immigration, emigration, international migration, Migration"
3188,Nudging,", Nudging"
3189,Informing about effects on happiness,"happiness education, Informing about effects on happiness"
3190,Realism of self-image,"self-deceit, inflated self-esteem, Realism of self-image"
3191,Fear of modernity,"future fear, Fear of modernity"
3192,Effects on demography,", Effects on demography"
3193,Effects on attractiveness for migrants,"pull factor, Effects on attractiveness for migrants"
3194,Decisiveness about goals,"determined, Decisiveness about goals"
3195,Islam views on happiness,"muslim, Islam views on happiness"
3196,Jewish views on happiness,"jew, Jewish views on happiness"
3197,Christian views on happiness,"catholic, protestant, Christian views on happiness"
3198,Attitudes to emotion,"feeling, Attitudes to emotion"
3199,School environment in childhood,", School environment in childhood"
3200,Attitude to relative livability of nation,"comparative livability, Attitude to relative livability of nation"
3201,Betting on an undesirable outcome,"emotional hedging, Betting on an undesirable outcome"
3202,Discrepancy real-ideal self,"congruence, Discrepancy real-ideal self"
3203,Fit with pursuit of other goals,"synergy, Fit with pursuit of other goals"
3204,Fit pursuit of happiness with sustainability,"green, Fit pursuit of happiness with sustainability"
3205,Hormone levels,", Hormone levels"
3206,Happiness and Sexual behavior,"sex, Happiness and Sexual behavior"
3209,Use of pornography,", Use of pornography"
3210,Use of paid sex,"prostitution, Use of paid sex"
3211,Glucose regulation,", Glucose regulation"
3213,Regulatory focus,"promotion focus, prevention focus, approach, avoidance, Regulatory focus"
3214,Indoor green,"room plants, Indoor green"
3215,Similarity in ethnicity with spouse,"cultural homogeneity, cultural conflict, mixed marriage, Similarity in ethnicity with spouse"
3216,Perceived sources of recent happy moments,"happiness trigger, Perceived sources of recent happy moments"
3217,Affect - overall correlation,"association life-satisfaction mood level, Affect - overall correlation"
3218,Main breadwinner,"money maker, Main breadwinner"
3219,Teacher student relation,", Teacher student relation"
3220,Classification bias,"sorting error, Classification bias"
3222,Chocolate,", Chocolate"
3223,Coffee,", Coffee"
3224,"Informing about effects of choice on one's happiness, signaling function","happiness education, learning from experience of other people, Informing about effects of choice on one's happiness, signaling function"
3225,Happiness education,"information about happiness, well-being literacy, Happiness education"
3226,Comparison with the happiness of similar people,"learning from others, Comparison with the happiness of similar people"
3227,Functions of acknowledging happiness of others,"learning from others experience, signaling function, Functions of acknowledging happiness of others"
3228,Functions of (un)happiness,", Functions of (un)happiness"
3229,Stability,"balanced, calm, strong, Stability"
3230,Attribution style,"ascription, Attribution style"
3231,Parkinson disease,", Parkinson disease"
3232,Belief in life as zero-sum game,"social antagonism, Belief in life as zero-sum game"
3233,Epilepsy,", Epilepsy"
3234,Relaxation training,", Relaxation training"
3236,Best-possible self exercise,", Best-possible self exercise"
3237,Physical characteristics in childhood,"height, weight, blood pressure, bmi, biological markers, heart rate, hormone levels, Physical characteristics in childhood"
3238,Outbreak COVID-19 epidemic,"lockdown, corona, pandemic, epidemic, Outbreak COVID-19 epidemic"
3239,COVID-19 infected,"corona, COVID-19 infected"
3240,Marriage,"cohabitation, Marriage"
3241,Health care professionals,"nurses, medical doctors, psychiatrists, health care managers, Health care professionals"
3242,Effects on perceived meaning,"end, goal, purpose, significance, Effects on perceived meaning"
3243,Inference on the basis of  biomarkers,"wearables, physiological, Inference on the basis of  biomarkers"
3244,Effects on attribution,"fundamental attribution error, inference, Effects on attribution"
3245,Effect on longevity of intimates,"survival, Effect on longevity of intimates"
3246,Self-objectification,"body surveillance, body shame, Self-objectification"
3247,Income history,"poverty, volatility, Income history"
3248,Income change,"stability, volatility, Income change"
3249,Social change in childhood,"revolution, transformation, war, Social change in childhood"
3250,Religious motivation,"orientation, Religious motivation"
3251,Academics,"intellectuals, scientists, scholars, Academics"
3252,Communication in organization,"organizational silence, non-communication with management, Communication in organization"
3253,Search behavior,"topics searched, Search behavior"
3254,Volunteers,"unpaid work, Volunteers"
3255,Environmental quality,"pollution, Environmental quality"
3256,Natural resources,"minerals, Natural resources"
3257,Extraction industry in nation,"mining, oil, gas, Extraction industry in nation"
3258,Explained variance,"effect size, Explained variance"
3260,Search for social status,"recognition, Search for social status"
3261,Concerns,"interest, worry, Concerns"
3262,Concern for next generations,"generativity, conservation, Concern for next generations"
3263,Work situation,"arrangement, Work situation"
3264,Happiness in consumers,"clients, users, Happiness in consumers"
3265,Social media users,"e-contact, Twitter, Facebook, Social media users"
3266,Standard of living in vicinity,"average income consumption, Standard of living in vicinity"
3267,Union member,"trade union, Union member"
3268,Fear of happiness,"a-hedonism, pleasure denying, happiness aversion, Fear of happiness"
3269,Effect on investment behavior,"risk taking, entrepreneurship, Effect on investment behavior"
3270,Pictorial scales,"faces scale, ladder scale, mountain scale, Pictorial scales"
3271,Inequality in health in nation,"health difference, Inequality in health in nation"
3272,Social needs,"affection, affiliation, status, respect, Social needs"
3273,Trend in rural setting,", Trend in rural setting"
3274,Delaying,"procrastination, wavering, Delaying"
3275,Satisfaction with public services,", Satisfaction with public services"
3276,Satisfaction with tourism,"excursion, holiday, trip,, Satisfaction with tourism"
3277,Right for happiness,"human right, Right for happiness"
3278,Handicapped child,"disabled, invalid, Handicapped child"
3279,History of happiness policy,"happiness promotion, History of happiness policy"
3280,In compensatory education program,"additional schooling, In compensatory education program"
3281,Realism,"pragmatic, matter-of-fact, Realism"
3282,Effect on productivity,"production, yields, Effect on productivity"
3283,Humanistic views on happiness,"atheist, Humanistic views on happiness"
3284,Happiness-Life Satisfaction correspondence,"association responses to questions on happiness and life-satisfaction, Happiness-Life Satisfaction correspondence"
3285,History of nation,"cultural heritage, tradition, development history, History of nation"
3287,Self-compassion training,", Self-compassion training"
3288,Meaning training,"loge therapy, seeing purpose, Meaning training"
3289,Support by spouse,"mate, partner, husband, wife, help, backing, Support by spouse"
3290,Training tools,"course, interventions, technique, therapy, Training tools"
3292,Asexuals,"nonerotic, nongenital, Asexuals"
3293,Valuation of long-term in nation,"long-term orientation, Valuation of long-term in nation"
3294,Participation in family,"involvement, presence, support, Participation in family"
3296,Happiness of parents,"father, mother, Happiness of parents"
3297,Parent of handicapped child,"caregiver, Parent of handicapped child"
3298,Trend happiness among parents,"father, mother, Trend happiness among parents"
3299,Weapon,"gun, revolver, rifle, Weapon"
3300,Effect on self efficacy,"effectiveness, potency, power, Effect on self efficacy"
3301,News consumption,"actuality, information, News consumption"
3302,Risk perception,"danger, hazard, Risk perception"
3303,Economic recession in childhood,"crisis, deterioration, poverty, Economic recession in childhood"
3304,Global lifestyle,"international, modern,, Global lifestyle"
3305,Observation techniques,"measuring, monitoring, scaling, scoring, rating, Observation techniques"
3306,Mental activation,"memory training, Mental activation"
3308,Happiness in tourists,"vacationer, visitor, Happiness in tourists"
3309,Fear of COVID-19,"infection, pandemic, Fear of COVID-19"
3310,Happiness and Delay of Gratification,"economical future oriented, long-term orientation, safe, stingy, Happiness and Delay of Gratification"
3311,Effects on moral behavior,"just, ethical, Effects on moral behavior"
3312,Ikigai inventory,", Ikigai inventory"
3313,Humility,"openness, real self image, Humility"
3314,Happiness in history,"past, earlier times, Happiness in history"
3315,Energy Poverty,"fuel, energy, poverty, Energy Poverty"
3316,Abortion,"abortion, miscarriage, still birth, Abortion"
3317,English proficiency,", English proficiency"
3318,Epidemics in nation,"epidemic, prevalence, Epidemics in nation"
3319,COVID-19 epidemic in nation,"epidemic, COVID-19 epidemic in nation"
3320,Perceived meaning in being happy,"sense of happiness, Perceived meaning in being happy"
3321,Richness of ones life,"abundance, variety, challenging, Richness of ones life"
3322,Epidemic control:,"lockdown, economic support, stringency, Epidemic control:"
3323,Homemaker,"housewife, Homemaker"
3324,Spatial structure in region,"centralization-dispersion, Spatial structure in region"
3325,Victim of sexual harassment,"me-too, rape, assault, Victim of sexual harassment"
3326,AIDS epidemic in nation,"HIV, AIDS epidemic in nation"
3327,Displacement,"refugee, Displacement"
3328,Synthetic studies that used the World Database of Happiness,"research synthesis, meta analysis, review, Synthetic studies that used the World Database of Happiness"
3329,Trend happiness by political preference,"party, Trend happiness by political preference"
3330,Balanced life-style,"proportional, Balanced life-style"
3331,Hedonic lif style,"plesur4 seeking, Hedonic lif style"
3332,Credit rate in nation,"debt, Credit rate in nation"
3333,Chronic illness,"enduring disease, Chronic illness"
3334,Satisfaction with governmemt,", Satisfaction with governmemt"
3335,Attitudes of parents,"parental values, beliefs, Attitudes of parents"
3336,Energy use in region,"ecological footprint, Energy use in region"
3337,Modern life style,"progressive, non-traditional, Modern life style"
3338,Effects on coping,"dealing, handling, Effects on coping"
3339,Demand for goods and services in nation,"market chances, Demand for goods and services in nation"
3340,Attitudinal rigidity,"prejudice, Attitudinal rigidity"
3341,Spilover of satisfaction (top down),"influence, Spilover of satisfaction (top down)"
3342,Competition,"rivalry, Competition"
3343,Religious problems,"burden, strain, Religious problems"
3344,"Illness, disability","disease, Illness, disability"
3345,Modesty,"antonyms: bold, arrogant, Modesty"
3346,Value similarity of parents,"consonance, conflict, Value similarity of parents"
3347,Grandparent,"grandpa, grandma, granny, Grandparent"
3348,Climate activist,", Climate activist"
3349,Belief that one can get happier,"happiness optimism, Belief that one can get happier"
3350,Instrumental use,", Instrumental use"
3351,Use in Human Resource Management (HR),"personal, Use in Human Resource Management (HR)"
3352,Belief about meaning of life,"purpose, Belief about meaning of life"
3354,Employees,"salary workers, Employees"
3355,Report on happiness in mass media,"media bias, Report on happiness in mass media"
3356,Organizational justice,"fair treatment, Organizational justice"
3357,Farmer,"agriculturalist, Farmer"
3358,Ecological farming,"green, sustainably, Ecological farming"
3359,Agriculture,"farming, Agriculture"
3360,Teaching practice,"instruction, Teaching practice"
3361,Distance teaching,"remote, virtual, tele teaching, Distance teaching"
3362,Clergy,"religious, priest, num, monk, Clergy"
3363,Prisoner,"convict, jail bird, Prisoner"
3364,Happiness in genders,"sex, Happiness in genders"
3365,females,"women, females"
3366,Males,"men, Males"
3367,Language bias,"verbal, terminological, Language bias"
3368,Waste pickers,"garbage collectors, Waste pickers"
3369,Happiness in life-history,"earlier happiness, Happiness in life-history"
3370,Happiness in childhood,"happy youth, Happiness in childhood"
3372,Perceived effects of oenes own happiness,"self attribution, Perceived effects of oenes own happiness"
3373,Value change,"progressive vs conservative, Value change"
3374,Adult education,"3rd age education, Adult education"
3375,Life-long learning,"continuous education, schooling, Life-long learning"
3376,Happiness weighted QOL indexes,", Happiness weighted QOL indexes"
